,name,artist,album_name,album_image_url,album_release_date,duration_ms,explicit,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_followers,artist_genres,artist_popularity,track_id
54,On The Street Where You Live,Vic Damone,Mob Hits III: Even More Music From The Great Mob Movies,https://i.scdn.co/image/ab67616d0000b27368f20870ca6877671d3500ec,2005-11-01,158685,False,38,https://p.scdn.co/mp3-preview/8e72bcc58bbb20832c4dc70a2269a30f048408f9?cid=d3c4d26f750f45daa2434a1585745291,0.291,0.312,10,-10.289,1,0.0363,0.871,0.0,0.142,0.201,115.077,5,63261,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'vocal jazz']",44,2Tv1cGl60jwtHpOJ9dNPxH
55,Rags To Riches,Tony Bennett,Goodfellas - Music From The Motion Picture,https://i.scdn.co/image/ab67616d0000b273b608c21587626173b0683607,1990-09-18,171506,False,0,,0.398,0.458,2,-9.131,1,0.0344,0.87,6.01e-06,0.0895,0.546,77.915,4,670749,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",65,6TK8A5OtTwjm6g93zLd9HO
56,I'm a Fool to Want You,Billie Holiday,Lady In Satin,https://i.scdn.co/image/ab67616d0000b2730d8f3ef58cefad0ec738f3dd,1958-06,203266,False,49,https://p.scdn.co/mp3-preview/c61d74b69f4a8591e049b34e5fafa04c639a1a90?cid=d3c4d26f750f45daa2434a1585745291,0.244,0.233,9,-16.583,0,0.0413,0.695,0.00059,0.282,0.262,78.088,5,1495817,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'soul', 'torch song', 'vocal jazz']",66,6Rvz1jM5eUqzNs2Pi8RMTG
57,Chances Are - Single Version,Johnny Mathis,The Essential Johnny Mathis 3.0,https://i.scdn.co/image/ab67616d0000b273eb4d41687d9ef76b854b727b,1956,181400,False,48,https://p.scdn.co/mp3-preview/2c037f113c91f95a3a2f533e61c632dbdbb78456?cid=d3c4d26f750f45daa2434a1585745291,0.31,0.254,10,-12.2,1,0.0343,0.897,3.25e-06,0.107,0.296,77.512,1,293729,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",56,63NmQTtxQLHSRp7li6aAmP
58,Somethin' Else,Eddie Cochran,The Very Best Of Eddie Cochran,https://i.scdn.co/image/ab67616d0000b2738ecc25c13ac8bea162c784a8,2005-01-01,125906,False,39,https://p.scdn.co/mp3-preview/f316f1e1729f24b73084b0b6af1f132fa2d8aeca?cid=d3c4d26f750f45daa2434a1585745291,0.625,0.791,2,-10.428,1,0.0711,0.198,0.000144,0.0645,0.967,157.413,4,237156,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",54,3Ib94mN8YF3cXZo5x1FpQL
59,Love Potion No.9,The Clovers,Love Potion No. 9,https://i.scdn.co/image/ab67616d0000b273a61ac7b4894191901ca02ed5,2011-11-08,112280,False,33,https://p.scdn.co/mp3-preview/4435066b0053459b9d95dd8dcf487f21d230814f?cid=d3c4d26f750f45daa2434a1585745291,0.734,0.59,7,-7.807,1,0.148,0.555,0.0,0.142,0.782,128.817,4,32306,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",44,5WAPUAldIHRM28j5fUl1ak
60,Down in Mexico,The Coasters,The Coasters,https://i.scdn.co/image/ab67616d0000b2733d458302f94dcb78cbde22e6,2005-02-08,196466,False,55,https://p.scdn.co/mp3-preview/103b6adee6caf114ec476ca7825eea9e3f50cf88?cid=d3c4d26f750f45daa2434a1585745291,0.614,0.589,1,-8.667,1,0.0573,0.7,0.0,0.069,0.894,111.879,4,158537,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",52,4OnqJ1ml4Jgr5AAKNrrYCD
61,(‘Til) I Kissed You,The Everly Brothers,Top 100 Hits - Rock And Roll,https://i.scdn.co/image/2ee7d6d9781fa51ff685b9def6b6c9850f6bd123,2012-06-14,147586,False,0,,0.58,0.356,10,-12.894,0,0.0387,0.338,0.0,0.335,0.7,140.647,4,588955,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",62,1vVY5vd4kowd70TdTuEjfV
62,Love Is Here To Stay - Remastered 1998,Frank Sinatra,Songs For Swingin' Lovers! (Remastered),https://i.scdn.co/image/ab67616d0000b273b9ea1c69fe9efbdc2df85a95,1956-03,162840,False,58,https://p.scdn.co/mp3-preview/2624ecdfaca6720f2dcfb8c4a185db69543ea819?cid=d3c4d26f750f45daa2434a1585745291,0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,4,5043932,"['adult standards', 'easy listening', 'lounge']",77,3YCbx1QqGrnxMsPEZLC1CT
63,Rave On,Buddy Holly,Buddy Holly,https://i.scdn.co/image/ab67616d0000b27358816b5b546bdc2c0e7f6416,1958,109960,False,56,https://p.scdn.co/mp3-preview/2715915e3c5a07c2a09d2ab04ca965edc805f15b?cid=d3c4d26f750f45daa2434a1585745291,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,4,929075,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'rock-and-roll', 'rockabilly']",60,33aYzW5ToRjiFOzkubeJ8H
64,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,Johnny Mathis,The Essential Johnny Mathis,https://i.scdn.co/image/ab67616d0000b273481a134a673bcbc218daa324,2004-05-04,169546,False,46,https://p.scdn.co/mp3-preview/208300ade1c93c08ce5d3c663a8d18496d4e1149?cid=d3c4d26f750f45daa2434a1585745291,0.25,0.398,7,-9.495,0,0.0301,0.742,4.24e-06,0.0975,0.559,145.178,4,293729,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",56,5bDVkMLsBJgNL3eejUhBKF
65,Sh-Boom - Life Could Be A Dream - Sh-Boom,The Crew Cuts,Life Could Be A Dream,https://i.scdn.co/image/ab67616d0000b273b43c3d61d53663c8ef7271a2,2009-12-15,168893,False,0,,0.681,0.236,2,-12.223,0,0.0804,0.86,0.0,0.246,0.53,128.35,4,13347,"['doo-wop', 'vocal harmony group']",43,6dAG4jFPsR4zb2kRhYq3IA
66,Maybe Baby,The Crickets,The Very Best Of Buddy Holly,https://i.scdn.co/image/ab67616d0000b2739a9ff1034eeec41118081af6,1999-01-01,121133,False,0,,0.602,0.597,9,-7.73,1,0.0303,0.714,0.0,0.0863,0.866,137.001,4,89552,[],30,0SfreyN9i8MPgrtYS5PCjg
67,In The Still of the Night,The Five Satins,For Collectors Only,https://i.scdn.co/image/ab67616d0000b2739e8ad4f8a33d8a0968769165,1993,187666,False,56,https://p.scdn.co/mp3-preview/08aa74a07ba6285ed3b8ce401d34e915116dcd0e?cid=d3c4d26f750f45daa2434a1585745291,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,3,49932,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",46,0GVvRmCoiLkhxJvlZy9bLk
68,My Funny Valentine - Remastered,Frank Sinatra,Songs For Young Lovers,https://i.scdn.co/image/ab67616d0000b2734ad936718c2e69b45868bd44,1954-01-01,150666,False,52,https://p.scdn.co/mp3-preview/65b47bc729e46a63ac18fed47225b43387b5b572?cid=d3c4d26f750f45daa2434a1585745291,0.257,0.125,11,-14.267,0,0.0332,0.891,0.0,0.108,0.245,84.93,4,5043932,"['adult standards', 'easy listening', 'lounge']",77,0x0ffSAP6PkdoDgHOfroof
69,Can't We Be Friends?,Ella Fitzgerald,Ella & Louis (Classics International Version),https://i.scdn.co/image/ab67616d0000b273c4388ad193a1b9a77e36dcf5,1956,225506,False,0,,0.679,0.295,0,-13.203,0,0.0621,0.505,0.0,0.114,0.543,111.037,4,2041525,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",69,7nOlpGbbxIBBIQyCGMtPyy
70,Earth Angel (Will You Be Mine),The Penguins,Best Of Doo Wop,https://i.scdn.co/image/ab67616d0000b27301c632e7d627f3fd24799663,2007-10-16,178667,False,0,,0.513,0.137,8,-15.146,1,0.0309,0.957,0.0,0.102,0.424,73.24,4,48030,"['doo-wop', 'rhythm and blues']",46,7fWo4TRloCEOl12sMX2sNq
71,I'm Old Fashioned - Remaster/1997,John Coltrane,Triple Best Of,https://i.scdn.co/image/ab67616d0000b273d51e94ed3b2f8d1139ca4f3c,2009-01-01,476752,False,31,https://p.scdn.co/mp3-preview/3e0b47392d25199f249c0cd2e1d190c5b3dd7f58?cid=d3c4d26f750f45daa2434a1585745291,0.494,0.131,0,-14.475,0,0.0347,0.961,0.769,0.0749,0.355,79.105,4,1343785,"['bebop', 'cool jazz', 'free jazz', 'jazz', 'jazz saxophone']",66,1duCPx5TGotRzzWdodsHt1
72,Get a Job,The Silhouettes,Get a Job,https://i.scdn.co/image/ab67616d0000b273c33352fe2d207234da2110d3,1996,169706,False,46,https://p.scdn.co/mp3-preview/722c3f2bebafcbf2f861747c0a42a24d34985c1c?cid=d3c4d26f750f45daa2434a1585745291,0.625,0.425,7,-9.962,1,0.0359,0.652,0.000525,0.124,0.829,80.024,4,5322,['doo-wop'],34,21NhrNOfIoakyWISXUMkFN
73,Summertime,Louis Armstrong,Let's Do It,https://i.scdn.co/image/ab67616d0000b2734820772ecc2f018ba440f27d,1995-01-01,299066,False,0,,0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,0.162,171.751,5,2359623,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",71,3ZR0us36Z8kgBXFMYkhugR
74,Dream Lover,Bobby Darin,The Ultimate Bobby Darin,https://i.scdn.co/image/ab67616d0000b27332ca9d1b933d95925e170c90,2004-11-23,150706,False,59,https://p.scdn.co/mp3-preview/f2cfbea96801e0fe3ecc810fd674214a7d8b1ce4?cid=d3c4d26f750f45daa2434a1585745291,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,4,391488,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",62,1KLpjQFgubHI3GkAICCNH3
75,Poor Little Fool - Remastered,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),https://i.scdn.co/image/ab67616d0000b273ddea09d25600995a84a26e78,1958-07-01,153933,False,55,https://p.scdn.co/mp3-preview/535a13ee824704a1f785c819aff9e801434d4610?cid=d3c4d26f750f45daa2434a1585745291,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,4,317772,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",60,5ayybTSXNwcarDtxQKqvWX
76,Bo Diddley,Bo Diddley,Bo Diddley,https://i.scdn.co/image/ab67616d0000b273dcd1d02a2b91f0842ad105ed,1958-01-01,149013,False,53,https://p.scdn.co/mp3-preview/fbf52053f87569d167a0046e4b2ade2b0cdd400a?cid=d3c4d26f750f45daa2434a1585745291,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,0.563,105.696,4,265715,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",51,2R7uUQ0Dehu80gsOcydQC9
77,Maybellene,Chuck Berry,The Best Of Chuck Berry (Chunky Repackaged),https://i.scdn.co/image/ab67616d0000b2736f5bf4e41dbe19943be0fb38,2007-04-30,141223,False,0,,0.762,0.81,0,-10.395,1,0.0818,0.811,0.0,0.139,0.735,117.48,4,1457421,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly']",66,2bFZSvstZf6xX8h69F7Bvf
78,Your Cheatin' Heart,Hank Williams,The Complete Hank Williams,https://i.scdn.co/image/ab67616d0000b2738326fd3fdf926786d2b0525f,1998-09-22,161640,False,54,https://p.scdn.co/mp3-preview/f3b1151cec3ccac8530bcbdc5f999f6b08b8d9b1?cid=d3c4d26f750f45daa2434a1585745291,0.672,0.243,0,-11.634,1,0.0281,0.774,1.79e-05,0.082,0.689,127.716,4,694798,"['honky tonk', 'rock-and-roll', 'rockabilly', 'traditional country', 'yodeling']",59,13Oi7vfd9mrujcEmGAYAPe
79,It Doesn't Matter Anymore,Buddy Holly,20 Golden Greats: Buddy Holly Lives,https://i.scdn.co/image/ab67616d0000b2735a8fcc16977da67355862038,1974-01-01,124000,False,0,,0.665,0.179,7,-16.727,1,0.0367,0.806,0.0,0.189,0.856,115.203,4,929075,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'rock-and-roll', 'rockabilly']",60,7KGbqCYWaXdJxhsuilkcwF
80,Come Go With Me,The Del-Vikings,Come Go With Me: The Best Of The Del-Vikings,https://i.scdn.co/image/ab67616d0000b273c223c0c9fc255e7019a5296a,1997-01-01,162293,False,58,https://p.scdn.co/mp3-preview/51290cf87adf349aa7d085feddf4661738085986?cid=d3c4d26f750f45daa2434a1585745291,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,4,50667,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",46,4IYyGIbMS5ZkxDXGfPIrXr
81,You'll Never Never Know,The Platters,The Platters Greatest Hits,https://i.scdn.co/image/ab67616d0000b27302872dbc87fcf883cf51d9ab,2007-01-01,161666,False,0,,0.556,0.458,1,-7.322,1,0.0287,0.862,0.0,0.172,0.68,89.212,4,536560,"['adult standards', 'brill building pop', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'vocal jazz']",61,6pVZR38m2UcizxA6YAnkw4
82,What A Diff'rence A Day Made,Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273a78eaacc0d1eca994d3ffd38,1959-02-19,151866,False,63,https://p.scdn.co/mp3-preview/b46c8e2d4df73a0927ea040a5d84108f554f0d1c?cid=d3c4d26f750f45daa2434a1585745291,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,4,365315,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",60,66iKqUazBbTlAEjcZrpDkD
83,To The Aisle,The Five Satins,In The Still Of The Nite,https://i.scdn.co/image/ab67616d0000b2738db5db0c73ae6546ce768534,2008-10-21,165866,False,39,https://p.scdn.co/mp3-preview/d1a3c3fba06c9d7656a920f520d80174acd89fef?cid=d3c4d26f750f45daa2434a1585745291,0.323,0.273,5,-10.152,1,0.0355,0.91,0.0,0.1,0.547,194.882,3,49932,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",46,5VyJGb6l6rY8bBZH2RC6XD
84,Smile,Nat King Cole,The Nat King Cole Story,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701,1991-01-01,173266,False,63,https://p.scdn.co/mp3-preview/0de32f18f774dc83a3ab137365de241bbd38c470?cid=d3c4d26f750f45daa2434a1585745291,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,5,1661984,"['adult standards', 'lounge', 'soul', 'vocal jazz']",68,1oDCK7PW72XEZ1pE5rh87A
85,Magic Moments,Perry Como,Timeless: Perry Como,https://i.scdn.co/image/ab67616d0000b27302686e793a4351582f21d5dd,2013-03-14,161854,False,0,,0.714,0.253,0,-15.16,0,0.0433,0.922,4.91e-06,0.173,0.695,104.302,4,345914,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",58,4M1wetsQ0kt4WjAsFRPSfE
86,Just A Gigolo - Remastered,Louis Prima,Capitol Collectors Series,https://i.scdn.co/image/ab67616d0000b273367e85808d7faa6305951acb,1991-01-01,283200,False,53,https://p.scdn.co/mp3-preview/8e43f159c184f34d30e9babff40163b62816fd89?cid=d3c4d26f750f45daa2434a1585745291,0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,0.718,125.187,4,146800,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']",62,6lYeYgSkWh6TZDQy6YZuvG
87,I Saw The Light,Hank Williams,I Saw The Light (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273cd3a18b104bde28aa333c711,1956-01-01,165960,False,51,https://p.scdn.co/mp3-preview/5431d32d09291e51658a84c7b04aaba6e8bb23de?cid=d3c4d26f750f45daa2434a1585745291,0.349,0.265,7,-11.381,1,0.0324,0.95,0.000118,0.165,0.48,204.656,4,694798,"['honky tonk', 'rock-and-roll', 'rockabilly', 'traditional country', 'yodeling']",59,675n4cfx308vwH0VBGqEOM
88,Put Your Head on My Shoulder,Paul Anka,Sings His Favorites,https://i.scdn.co/image/ab67616d0000b27323e5822ae255ef170c40caf0,1966,155080,False,63,https://p.scdn.co/mp3-preview/a62523f0bff10f5936715ad9b697ecf675ff898b?cid=d3c4d26f750f45daa2434a1585745291,0.549,0.433,7,-8.526,1,0.0327,0.906,0.0108,0.0774,0.486,116.068,3,488637,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",63,7eqNATKM78MkWP6aHGXHEV
89,Fever,Peggy Lee,The Capitol Years,https://i.scdn.co/image/ab67616d0000b273c7087466d74c3470d191cf37,1988-01-01,201333,False,58,https://p.scdn.co/mp3-preview/63e680bc7dd3c5b2c97d055138bec835c910abb1?cid=d3c4d26f750f45daa2434a1585745291,0.742,0.0899,9,-19.187,0,0.158,0.0906,0.0,0.113,0.351,137.473,4,328400,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",61,2CeqxyOZEyiL6pTDYZ9gPH
90,Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,Frankie Lymon & The Teenagers Greatest Hits,https://i.scdn.co/image/ab67616d0000b273b6d5726e2fea8314e72bbf72,2010-12-19,140826,False,0,,0.43,0.558,1,-6.549,1,0.0844,0.534,0.000507,0.0914,0.779,172.756,4,64191,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",41,6XAcmxPbCfMzLBvjBd2G0H
91,Buona Sera - Remastered,Louis Prima,Capitol Collectors Series,https://i.scdn.co/image/ab67616d0000b273367e85808d7faa6305951acb,1991-01-01,187200,False,51,https://p.scdn.co/mp3-preview/1e64452818bc48e1ca87d68f7186233ee9a63e0b?cid=d3c4d26f750f45daa2434a1585745291,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,4,146800,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']",62,0DXm5n7SBxCED9ssTvrx2J
92,Unforgettable,Nat King Cole,Unforgettable,https://i.scdn.co/image/ab67616d0000b273fdd261528e3590ac36bb85f0,1954-01-01,191973,False,65,https://p.scdn.co/mp3-preview/539f96d1fa5bf1bb417e00d708cd7c8d1d38c8aa?cid=d3c4d26f750f45daa2434a1585745291,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,3,1661984,"['adult standards', 'lounge', 'soul', 'vocal jazz']",68,648TTtYB0bH0P8Hfy0FmkL
93,I'm Gonna Get Married,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,https://i.scdn.co/image/ab67616d0000b273c422d33814a900200b9d7ea7,1994-01-01,143000,False,42,https://p.scdn.co/mp3-preview/de670f20f4d74c2a1c3d6d10d671e5898a111e5e?cid=d3c4d26f750f45daa2434a1585745291,0.569,0.514,7,-9.369,1,0.0334,0.765,0.0,0.131,0.63,119.518,4,60042,"['adult standards', 'brill building pop', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",45,1jKcwPfDloLOMxC1wMV0ux
94,Volare (Nel Blu Di Pinto Di Blu) - Remastered,Dean Martin,This Is Dean Martin,https://i.scdn.co/image/ab67616d0000b2732f13fcfe011d340e9c69923e,1958,181626,False,63,https://p.scdn.co/mp3-preview/5501d7f4c23a296691d27c5d9a6223111cc799bd?cid=d3c4d26f750f45daa2434a1585745291,0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,4,1160777,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",68,5OkKOkdVTKFrYi6GWXkMzR
95,Tears On My Pillow,The Imperials,150 '50s Valentines,https://i.scdn.co/image/ab67616d0000b27381c79fd4d9160c405476c497,2010-09-21,135333,False,0,,0.43,0.329,0,-6.235,1,0.0258,0.883,3.41e-06,0.217,0.59,100.271,3,648,[],11,2qiJyqDaLSlwmgvkid7UN7
96,Passing Strangers,Sarah Vaughan,True 50's love,https://i.scdn.co/image/ab67616d0000b2736508e98cb07c599988ee5fa1,2008-01-01,157640,False,0,,0.279,0.315,1,-10.539,1,0.0343,0.813,0.0,0.153,0.177,90.799,4,511116,"['adult standards', 'cool jazz', 'jazz', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",57,0S2QQT8Mi0DhbIn8k2fBWl
97,Mr. Lonely,Bobby Vinton,The Best Of Bobby Vinton,https://i.scdn.co/image/ab67616d0000b2735980cda6de8365d077f34a5e,1962,161373,False,54,https://p.scdn.co/mp3-preview/361a301346d6eaa9911ad543501836dc99041c22?cid=d3c4d26f750f45daa2434a1585745291,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,3,187564,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",55,5KG2ahk1cONbHvg3dBdTbx
98,Rebel Rouser,Duane Eddy,The Best Of Duane Eddy,https://i.scdn.co/image/ab67616d0000b273d456998144adaaf66673153b,1965-11-24,153533,False,50,https://p.scdn.co/mp3-preview/8e339cd811df048b9191facc0211ec0c7c85f5b6?cid=d3c4d26f750f45daa2434a1585745291,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,4,74985,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly', 'surf music']",46,4nAJtcmiyoL0ARY5WZY9IN
99,Mister Sandman,The Chordettes,Mr Sandman - All the Hits,https://i.scdn.co/image/ab67616d0000b2738ece2df4e4b901e611b872f6,2012-06-11,144039,False,37,https://p.scdn.co/mp3-preview/929e95fc969bf7c764db3bde175abbda451f77b2?cid=d3c4d26f750f45daa2434a1585745291,0.615,0.407,9,-8.982,1,0.0461,0.824,0.0,0.119,0.55,108.56,4,88701,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'lounge', 'rock-and-roll', 'vocal harmony group']",55,00e59ZgjHI2GwsiY3oXayw
100,Papa Loves Mambo,Perry Como,Pure Gold,https://i.scdn.co/image/ab67616d0000b27377493407c6c36befcbc30de7,1975-01-01,162106,False,54,https://p.scdn.co/mp3-preview/31cb52489f4169910e21113c10a31cb7c08e8fa7?cid=d3c4d26f750f45daa2434a1585745291,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,4,345914,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",58,4qdF7iTMOWPLZrH7s6yfZk
101,They Can't Take That Away From Me,Ella Fitzgerald,The Complete Ella And Louis On Verve,https://i.scdn.co/image/ab67616d0000b273a0b669c5273f36ffefcf1ebc,1997-05-20,280000,False,60,https://p.scdn.co/mp3-preview/afb4991c79effc1e3b0c384214820189925a27e8?cid=d3c4d26f750f45daa2434a1585745291,0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,0.368,104.928,4,2041525,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",69,1V4NaFlrUCK49MXcdOcVeS
102,Stagger Lee,Lloyd Price,The Exciting Lloyd Price,https://i.scdn.co/image/ab67616d0000b273ea1cc21f7c41d64bfc9882d0,1959-01-01,144626,False,49,https://p.scdn.co/mp3-preview/a77961c88680c12a26b91ccb774c6f2118bb6472?cid=d3c4d26f750f45daa2434a1585745291,0.439,0.638,3,-6.859,1,0.0307,0.707,0.0,0.175,0.781,69.57,4,60042,"['adult standards', 'brill building pop', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",45,7qoaMWT3eRCKG1RN6dVuOY
103,Ain't That A Shame,Fats Domino,Fats Domino Swings,https://i.scdn.co/image/ab67616d0000b27374e3823e9643fabc830851dd,1959-01-01,152200,False,57,https://p.scdn.co/mp3-preview/639d6b15f4ef0dc1c9cca76eb811b56ed9867430?cid=d3c4d26f750f45daa2434a1585745291,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,4,381183,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul']",57,4ZfQwNx3FlCN07cnUvekh3
104,It's Only Make Believe - Single Version,Conway Twitty,It's Only Make Believe/The MGM Years,https://i.scdn.co/image/ab67616d0000b27353a337ed74a4e54d2205ee94,2008-01-01,132106,False,0,,0.542,0.531,11,-6.698,1,0.0384,0.887,0.0011,0.127,0.344,126.018,4,601506,"['arkansas country', 'country', 'country rock']",61,6Em0JcoORXzv0BGfxAacpv
105,Peggy Sue,Buddy Holly,Buddy Holly,https://i.scdn.co/image/ab67616d0000b27358816b5b546bdc2c0e7f6416,1958,150960,False,60,https://p.scdn.co/mp3-preview/b58f1a9876c35c16f00d87a3a82ca982c6887b4c?cid=d3c4d26f750f45daa2434a1585745291,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,4,929075,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'rock-and-roll', 'rockabilly']",60,2OARIMw1hpehr86Iwmv04c
106,"Hey, Good Lookin'",Hank Williams,The Complete Hank Williams,https://i.scdn.co/image/ab67616d0000b2738326fd3fdf926786d2b0525f,1998-09-22,174293,False,58,https://p.scdn.co/mp3-preview/487e32fa6c34ce8f94985b458f5a2862753512a7?cid=d3c4d26f750f45daa2434a1585745291,0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,0.913,141.167,4,694798,"['honky tonk', 'rock-and-roll', 'rockabilly', 'traditional country', 'yodeling']",59,0F76EzCOmno4KJviO7iGNq
